Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Mildura (RC)","Monash (C)",14
"Persons, Place of Work","Mildura (RC)","Moonee Valley (C)",0
"Persons, Place of Work","Mildura (RC)","Moorabool (S)",0
"Persons, Place of Work","Mildura (RC)","Moreland (C)",0
"Persons, Place of Work","Mildura (RC)","Mornington Peninsula (S)",3
"Persons, Place of Work","Mildura (RC)","Mount Alexander (S)",0
"Persons, Place of Work","Mildura (RC)","Moyne (S)",3
"Persons, Place of Work","Mildura (RC)","Murrindindi (S)",0
"Persons, Place of Work","Mildura (RC)","Nillumbik (S)",3
"Persons, Place of Work","Mildura (RC)","Northern Grampians (S)",0
"Persons, Place of Work","Mildura (RC)","Port Phillip (C)",0
"Persons, Place of Work","Mildura (RC)","Pyrenees (S)",0
"Persons, Place of Work","Mildura (RC)","Queenscliffe (B)",0
"Persons, Place of Work","Mildura (RC)","South Gippsland (S)",0
"Persons, Place of Work","Mildura (RC)","Southern Grampians (S)",0
"Persons, Place of Work","Mildura (RC)","Stonnington (C)",0
"Persons, Place of Work","Mildura (RC)","Strathbogie (S)",0
"Persons, Place of Work","Mildura (RC)","Surf Coast (S)",0
"Persons, Place of Work","Mildura (RC)","Swan Hill (RC)",99
"Persons, Place of Work","Mildura (RC)","Towong (S)",0
"Persons, Place of Work","Mildura (RC)","Wangaratta (RC)",0
"Persons, Place of Work","Mildura (RC)","Warrnambool (C)",0
"Persons, Place of Work","Mildura (RC)","Wellington (S)",0
"Persons, Place of Work","Mildura (RC)","West Wimmera (S)",0
"Persons, Place of Work","Mildura (RC)","Whitehorse (C)",0
"Persons, Place of Work","Mildura (RC)","Whittlesea (C)",0
"Persons, Place of Work","Mildura (RC)","Wodonga (RC)",3
"Persons, Place of Work","Mildura (RC)","Wyndham (C)",7
"Persons, Place of Work","Mildura (RC)","Yarra (C)",7
"Persons, Place of Work","Mildura (RC)","Yarra Ranges (S)",0
"Persons, Place of Work","Mildura (RC)","Yarriambiack (S)",9
"Persons, Place of Work","Mildura (RC)","POW Capital city undefined (Greater Melbourne)",8
"Persons, Place of Work","Mildura (RC)","Unincorporated Vic",4
"Persons, Place of Work","Mildura (RC)","POW No Fixed Address (Vic.)",682
"Persons, Place of Work","Mildura (RC)","POW State/Territory undefined (Vic.)",1077
"Persons, Place of Work","Mitchell (S)","Alpine (S)",0
"Persons, Place of Work","Mitchell (S)","Ararat (RC)",0
"Persons, Place of Work","Mitchell (S)","Ballarat (C)",3
"Persons, Place of Work","Mitchell (S)","Banyule (C)",211
"Persons, Place of Work","Mitchell (S)","Bass Coast (S)",13
"Persons, Place of Work","Mitchell (S)","Baw Baw (S)",0
"Persons, Place of Work","Mitchell (S)","Bayside (C)",6
"Persons, Place of Work","Mitchell (S)","Benalla (RC)",10
"Persons, Place of Work","Mitchell (S)","Boroondara (C)",54
"Persons, Place of Work","Mitchell (S)","Brimbank (C)",174
"Persons, Place of Work","Mitchell (S)","Buloke (S)",0
"Persons, Place of Work","Mitchell (S)","Campaspe (S)",4
"Persons, Place of Work","Mitchell (S)","Cardinia (S)",4
"Persons, Place of Work","Mitchell (S)","Casey (C)",10
"Persons, Place of Work","Mitchell (S)","Central Goldfields (S)",0
"Persons, Place of Work","Mitchell (S)","Colac-Otway (S)",0
"Persons, Place of Work","Mitchell (S)","Corangamite (S)",0
"Persons, Place of Work","Mitchell (S)","Darebin (C)",320
"Persons, Place of Work","Mitchell (S)","East Gippsland (S)",0
"Persons, Place of Work","Mitchell (S)","Frankston (C)",4
"Persons, Place of Work","Mitchell (S)","Gannawarra (S)",0
"Persons, Place of Work","Mitchell (S)","Glen Eira (C)",12
"Persons, Place of Work","Mitchell (S)","Glenelg (S)",0
"Persons, Place of Work","Mitchell (S)","Golden Plains (S)",0
"Persons, Place of Work","Mitchell (S)","Greater Bendigo (C)",85
"Persons, Place of Work","Mitchell (S)","Greater Dandenong (C)",20
"Persons, Place of Work","Mitchell (S)","Greater Geelong (C)",13
"Persons, Place of Work","Mitchell (S)","Greater Shepparton (C)",60
"Persons, Place of Work","Mitchell (S)","Hepburn (S)",3
"Persons, Place of Work","Mitchell (S)","Hindmarsh (S)",0
"Persons, Place of Work","Mitchell (S)","Hobsons Bay (C)",85
"Persons, Place of Work","Mitchell (S)","Horsham (RC)",0
"Persons, Place of Work","Mitchell (S)","Hume (C)",1787
"Persons, Place of Work","Mitchell (S)","Indigo (S)",3
"Persons, Place of Work","Mitchell (S)","Kingston (C)",6
"Persons, Place of Work","Mitchell (S)","Knox (C)",22
"Persons, Place of Work","Mitchell (S)","Latrobe (C)",0
"Persons, Place of Work","Mitchell (S)","Loddon (S)",0
"Persons, Place of Work","Mitchell (S)","Macedon Ranges (S)",91
"Persons, Place of Work","Mitchell (S)","Manningham (C)",27
"Persons, Place of Work","Mitchell (S)","Mansfield (S)",3
"Persons, Place of Work","Mitchell (S)","Maribyrnong (C)",46
"Persons, Place of Work","Mitchell (S)","Maroondah (C)",12
"Persons, Place of Work","Mitchell (S)","Melbourne (C)",1000
"Persons, Place of Work","Mitchell (S)","Melton (S)",31
"Persons, Place of Work","Mitchell (S)","Mildura (RC)",3
"Persons, Place of Work","Mitchell (S)","Mitchell (S)",7336
"Persons, Place of Work","Mitchell (S)","Moira (S)",0
"Persons, Place of Work","Mitchell (S)","Monash (C)",51
"Persons, Place of Work","Mitchell (S)","Moonee Valley (C)",133
"Persons, Place of Work","Mitchell (S)","Moorabool (S)",4
"Persons, Place of Work","Mitchell (S)","Moreland (C)",230
"Persons, Place of Work","Mitchell (S)","Mornington Peninsula (S)",3
"Persons, Place of Work","Mitchell (S)","Mount Alexander (S)",5
"Persons, Place of Work","Mitchell (S)","Moyne (S)",0
"Persons, Place of Work","Mitchell (S)","Murrindindi (S)",58
"Persons, Place of Work","Mitchell (S)","Nillumbik (S)",57
"Persons, Place of Work","Mitchell (S)","Northern Grampians (S)",3
"Persons, Place of Work","Mitchell (S)","Port Phillip (C)",115
"Persons, Place of Work","Mitchell (S)","Pyrenees (S)",0
"Persons, Place of Work","Mitchell (S)","Queenscliffe (B)",0
"Persons, Place of Work","Mitchell (S)","South Gippsland (S)",0
"Persons, Place of Work","Mitchell (S)","Southern Grampians (S)",0
"Persons, Place of Work","Mitchell (S)","Stonnington (C)",19
"Persons, Place of Work","Mitchell (S)","Strathbogie (S)",161
"Persons, Place of Work","Mitchell (S)","Surf Coast (S)",0
"Persons, Place of Work","Mitchell (S)","Swan Hill (RC)",0
"Persons, Place of Work","Mitchell (S)","Towong (S)",0
"Persons, Place of Work","Mitchell (S)","Wangaratta (RC)",8
"Persons, Place of Work","Mitchell (S)","Warrnambool (C)",0
"Persons, Place of Work","Mitchell (S)","Wellington (S)",3
"Persons, Place of Work","Mitchell (S)","West Wimmera (S)",0
"Persons, Place of Work","Mitchell (S)","Whitehorse (C)",50
"Persons, Place of Work","Mitchell (S)","Whittlesea (C)",974
"Persons, Place of Work","Mitchell (S)","Wodonga (RC)",0
"Persons, Place of Work","Mitchell (S)","Wyndham (C)",69
"Persons, Place of Work","Mitchell (S)","Yarra (C)",140
"Persons, Place of Work","Mitchell (S)","Yarra Ranges (S)",11
"Persons, Place of Work","Mitchell (S)","Yarriambiack (S)",0
"Persons, Place of Work","Mitchell (S)","POW Capital city undefined (Greater Melbourne)",309
"Persons, Place of Work","Mitchell (S)","Unincorporated Vic",3
"Persons, Place of Work","Mitchell (S)","POW No Fixed Address (Vic.)",810
"Persons, Place of Work","Mitchell (S)","POW State/Territory undefined (Vic.)",591
"Persons, Place of Work","Moira (S)","Alpine (S)",5
"Persons, Place of Work","Moira (S)","Ararat (RC)",0
"Persons, Place of Work","Moira (S)","Ballarat (C)",3
"Persons, Place of Work","Moira (S)","Banyule (C)",3
"Persons, Place of Work","Moira (S)","Bass Coast (S)",3
"Persons, Place of Work","Moira (S)","Baw Baw (S)",0
"Persons, Place of Work","Moira (S)","Bayside (C)",0
"Persons, Place of Work","Moira (S)","Benalla (RC)",63
"Persons, Place of Work","Moira (S)","Boroondara (C)",3
"Persons, Place of Work","Moira (S)","Brimbank (C)",7
"Persons, Place of Work","Moira (S)","Buloke (S)",0
"Persons, Place of Work","Moira (S)","Campaspe (S)",95
"Persons, Place of Work","Moira (S)","Cardinia (S)",0
"Persons, Place of Work","Moira (S)","Casey (C)",3
"Persons, Place of Work","Moira (S)","Central Goldfields (S)",0
"Persons, Place of Work","Moira (S)","Colac-Otway (S)",0
"Persons, Place of Work","Moira (S)","Corangamite (S)",0
"Persons, Place of Work","Moira (S)","Darebin (C)",3
"Persons, Place of Work","Moira (S)","East Gippsland (S)",0
"Persons, Place of Work","Moira (S)","Frankston (C)",3
"Persons, Place of Work","Moira (S)","Gannawarra (S)",4
"Persons, Place of Work","Moira (S)","Glen Eira (C)",0
"Persons, Place of Work","Moira (S)","Glenelg (S)",0
"Persons, Place of Work","Moira (S)","Golden Plains (S)",0
"Persons, Place of Work","Moira (S)","Greater Bendigo (C)",7
"Persons, Place of Work","Moira (S)","Greater Dandenong (C)",4
"Persons, Place of Work","Moira (S)","Greater Geelong (C)",3
"Persons, Place of Work","Moira (S)","Greater Shepparton (C)",1118
"Persons, Place of Work","Moira (S)","Hepburn (S)",0
"Persons, Place of Work","Moira (S)","Hindmarsh (S)",0
"Persons, Place of Work","Moira (S)","Hobsons Bay (C)",3
"Persons, Place of Work","Moira (S)","Horsham (RC)",0
"Persons, Place of Work","Moira (S)","Hume (C)",10
"Persons, Place of Work","Moira (S)","Indigo (S)",38
"Persons, Place of Work","Moira (S)","Kingston (C)",7
"Persons, Place of Work","Moira (S)","Knox (C)",6
"Persons, Place of Work","Moira (S)","Latrobe (C)",0
"Persons, Place of Work","Moira (S)","Loddon (S)",4
"Persons, Place of Work","Moira (S)","Macedon Ranges (S)",3
"Persons, Place of Work","Moira (S)","Manningham (C)",0
"Persons, Place of Work","Moira (S)","Mansfield (S)",0
"Persons, Place of Work","Moira (S)","Maribyrnong (C)",0
"Persons, Place of Work","Moira (S)","Maroondah (C)",3
"Persons, Place of Work","Moira (S)","Melbourne (C)",23
"Persons, Place of Work","Moira (S)","Melton (S)",0
"Persons, Place of Work","Moira (S)","Mildura (RC)",0
"Persons, Place of Work","Moira (S)","Mitchell (S)",7
"Persons, Place of Work","Moira (S)","Moira (S)",7642
"Persons, Place of Work","Moira (S)","Monash (C)",9
"Persons, Place of Work","Moira (S)","Moonee Valley (C)",3
"Persons, Place of Work","Moira (S)","Moorabool (S)",0
"Persons, Place of Work","Moira (S)","Moreland (C)",0
"Persons, Place of Work","Moira (S)","Mornington Peninsula (S)",0
"Persons, Place of Work","Moira (S)","Mount Alexander (S)",0
"Persons, Place of Work","Moira (S)","Moyne (S)",0
"Persons, Place of Work","Moira (S)","Murrindindi (S)",0
"Persons, Place of Work","Moira (S)","Nillumbik (S)",0
"Persons, Place of Work","Moira (S)","Northern Grampians (S)",0
"Persons, Place of Work","Moira (S)","Port Phillip (C)",4
"Persons, Place of Work","Moira (S)","Pyrenees (S)",0
"Persons, Place of Work","Moira (S)","Queenscliffe (B)",0
"Persons, Place of Work","Moira (S)","South Gippsland (S)",0
"Persons, Place of Work","Moira (S)","Southern Grampians (S)",0
"Persons, Place of Work","Moira (S)","Stonnington (C)",0
"Persons, Place of Work","Moira (S)","Strathbogie (S)",0
"Persons, Place of Work","Moira (S)","Surf Coast (S)",0
"Persons, Place of Work","Moira (S)","Swan Hill (RC)",0
"Persons, Place of Work","Moira (S)","Towong (S)",0
"Persons, Place of Work","Moira (S)","Wangaratta (RC)",129
"Persons, Place of Work","Moira (S)","Warrnambool (C)",0
"Persons, Place of Work","Moira (S)","Wellington (S)",0
"Persons, Place of Work","Moira (S)","West Wimmera (S)",0
"Persons, Place of Work","Moira (S)","Whitehorse (C)",9
"Persons, Place of Work","Moira (S)","Whittlesea (C)",0
"Persons, Place of Work","Moira (S)","Wodonga (RC)",22
"Persons, Place of Work","Moira (S)","Wyndham (C)",4
"Persons, Place of Work","Moira (S)","Yarra (C)",4
"Persons, Place of Work","Moira (S)","Yarra Ranges (S)",8
"Persons, Place of Work","Moira (S)","Yarriambiack (S)",0
"Persons, Place of Work","Moira (S)","POW Capital city undefined (Greater Melbourne)",10
"Persons, Place of Work","Moira (S)","Unincorporated Vic",3
"Persons, Place of Work","Moira (S)","POW No Fixed Address (Vic.)",313
"Persons, Place of Work","Moira (S)","POW State/Territory undefined (Vic.)",673
"Persons, Place of Work","Monash (C)","Alpine (S)",3
"Persons, Place of Work","Monash (C)","Ararat (RC)",3
"Persons, Place of Work","Monash (C)","Ballarat (C)",18
"Persons, Place of Work","Monash (C)","Banyule (C)",298
"Persons, Place of Work","Monash (C)","Bass Coast (S)",48
"Persons, Place of Work","Monash (C)","Baw Baw (S)",48
"Persons, Place of Work","Monash (C)","Bayside (C)",791
"Persons, Place of Work","Monash (C)","Benalla (RC)",3
"Persons, Place of Work","Monash (C)","Boroondara (C)",2861
"Persons, Place of Work","Monash (C)","Brimbank (C)",239
"Persons, Place of Work","Monash (C)","Buloke (S)",3
"Persons, Place of Work","Monash (C)","Campaspe (S)",3
"Persons, Place of Work","Monash (C)","Cardinia (S)",140
"Persons, Place of Work","Monash (C)","Casey (C)",1226
"Persons, Place of Work","Monash (C)","Central Goldfields (S)",0
"Persons, Place of Work","Monash (C)","Colac-Otway (S)",7
"Persons, Place of Work","Monash (C)","Corangamite (S)",6
"Persons, Place of Work","Monash (C)","Darebin (C)",340
"Persons, Place of Work","Monash (C)","East Gippsland (S)",7
"Persons, Place of Work","Monash (C)","Frankston (C)",491
"Persons, Place of Work","Monash (C)","Gannawarra (S)",0
"Persons, Place of Work","Monash (C)","Glen Eira (C)",2241
"Persons, Place of Work","Monash (C)","Glenelg (S)",0
"Persons, Place of Work","Monash (C)","Golden Plains (S)",3
"Persons, Place of Work","Monash (C)","Greater Bendigo (C)",17
"Persons, Place of Work","Monash (C)","Greater Dandenong (C)",4688
"Persons, Place of Work","Monash (C)","Greater Geelong (C)",51
"Persons, Place of Work","Monash (C)","Greater Shepparton (C)",10
"Persons, Place of Work","Monash (C)","Hepburn (S)",4
"Persons, Place of Work","Monash (C)","Hindmarsh (S)",0
"Persons, Place of Work","Monash (C)","Hobsons Bay (C)",233
"Persons, Place of Work","Monash (C)","Horsham (RC)",3
"Persons, Place of Work","Monash (C)","Hume (C)",351
"Persons, Place of Work","Monash (C)","Indigo (S)",0
"Persons, Place of Work","Monash (C)","Kingston (C)",3690
"Persons, Place of Work","Monash (C)","Knox (C)",2847
"Persons, Place of Work","Monash (C)","Latrobe (C)",32
"Persons, Place of Work","Monash (C)","Loddon (S)",3
"Persons, Place of Work","Monash (C)","Macedon Ranges (S)",10
"Persons, Place of Work","Monash (C)","Manningham (C)",449
"Persons, Place of Work","Monash (C)","Mansfield (S)",3
"Persons, Place of Work","Monash (C)","Maribyrnong (C)",263
"Persons, Place of Work","Monash (C)","Maroondah (C)",836
"Persons, Place of Work","Monash (C)","Melbourne (C)",12732
"Persons, Place of Work","Monash (C)","Melton (S)",29
"Persons, Place of Work","Monash (C)","Mildura (RC)",4
"Persons, Place of Work","Monash (C)","Mitchell (S)",6
"Persons, Place of Work","Monash (C)","Moira (S)",3
"Persons, Place of Work","Monash (C)","Monash (C)",20875
"Persons, Place of Work","Monash (C)","Moonee Valley (C)",156
"Persons, Place of Work","Monash (C)","Moorabool (S)",4
"Persons, Place of Work","Monash (C)","Moreland (C)",213
"Persons, Place of Work","Monash (C)","Mornington Peninsula (S)",137
"Persons, Place of Work","Monash (C)","Mount Alexander (S)",3
"Persons, Place of Work","Monash (C)","Moyne (S)",5
"Persons, Place of Work","Monash (C)","Murrindindi (S)",5
"Persons, Place of Work","Monash (C)","Nillumbik (S)",31
"Persons, Place of Work","Monash (C)","Northern Grampians (S)",3
"Persons, Place of Work","Monash (C)","Port Phillip (C)",2193
"Persons, Place of Work","Monash (C)","Pyrenees (S)",0
"Persons, Place of Work","Monash (C)","Queenscliffe (B)",3
"Persons, Place of Work","Monash (C)","South Gippsland (S)",16
"Persons, Place of Work","Monash (C)","Southern Grampians (S)",0
"Persons, Place of Work","Monash (C)","Stonnington (C)",3527
"Persons, Place of Work","Monash (C)","Strathbogie (S)",0
"Persons, Place of Work","Monash (C)","Surf Coast (S)",3
"Persons, Place of Work","Monash (C)","Swan Hill (RC)",0
"Persons, Place of Work","Monash (C)","Towong (S)",0
"Persons, Place of Work","Monash (C)","Wangaratta (RC)",3
"Persons, Place of Work","Monash (C)","Warrnambool (C)",4
"Persons, Place of Work","Monash (C)","Wellington (S)",14
"Persons, Place of Work","Monash (C)","West Wimmera (S)",0
"Persons, Place of Work","Monash (C)","Whitehorse (C)",3812
"Persons, Place of Work","Monash (C)","Whittlesea (C)",144
"Persons, Place of Work","Monash (C)","Wodonga (RC)",3
"Persons, Place of Work","Monash (C)","Wyndham (C)",173
"Persons, Place of Work","Monash (C)","Yarra (C)",1887
"Persons, Place of Work","Monash (C)","Yarra Ranges (S)",306
"Persons, Place of Work","Monash (C)","Yarriambiack (S)",0
"Persons, Place of Work","Monash (C)","POW Capital city undefined (Greater Melbourne)",2387
"Persons, Place of Work","Monash (C)","Unincorporated Vic",10
"Persons, Place of Work","Monash (C)","POW No Fixed Address (Vic.)",2356
"Persons, Place of Work","Monash (C)","POW State/Territory undefined (Vic.)",2307
"Persons, Place of Work","Moonee Valley (C)","Alpine (S)",0
"Persons, Place of Work","Moonee Valley (C)","Ararat (RC)",5
"Persons, Place of Work","Moonee Valley (C)","Ballarat (C)",28
"Persons, Place of Work","Moonee Valley (C)","Banyule (C)",397
"Persons, Place of Work","Moonee Valley (C)","Bass Coast (S)",12
"Persons, Place of Work","Moonee Valley (C)","Baw Baw (S)",7
"Persons, Place of Work","Moonee Valley (C)","Bayside (C)",90
"Persons, Place of Work","Moonee Valley (C)","Benalla (RC)",3
"Persons, Place of Work","Moonee Valley (C)","Boroondara (C)",691
"Persons, Place of Work","Moonee Valley (C)","Brimbank (C)",2830
"Persons, Place of Work","Moonee Valley (C)","Buloke (S)",0
"Persons, Place of Work","Moonee Valley (C)","Campaspe (S)",4
"Persons, Place of Work","Moonee Valley (C)","Cardinia (S)",6
"Persons, Place of Work","Moonee Valley (C)","Casey (C)",51
"Persons, Place of Work","Moonee Valley (C)","Central Goldfields (S)",0
"Persons, Place of Work","Moonee Valley (C)","Colac-Otway (S)",0
"Persons, Place of Work","Moonee Valley (C)","Corangamite (S)",0
"Persons, Place of Work","Moonee Valley (C)","Darebin (C)",823
"Persons, Place of Work","Moonee Valley (C)","East Gippsland (S)",4
"Persons, Place of Work","Moonee Valley (C)","Frankston (C)",23
"Persons, Place of Work","Moonee Valley (C)","Gannawarra (S)",0
"Persons, Place of Work","Moonee Valley (C)","Glen Eira (C)",159
"Persons, Place of Work","Moonee Valley (C)","Glenelg (S)",0
"Persons, Place of Work","Moonee Valley (C)","Golden Plains (S)",5
"Persons, Place of Work","Moonee Valley (C)","Greater Bendigo (C)",17
"Persons, Place of Work","Moonee Valley (C)","Greater Dandenong (C)",185
"Persons, Place of Work","Moonee Valley (C)","Greater Geelong (C)",106
