Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"LGA (UR) by LGA (POW)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

"Counting","LGA (UR)","LGA (POW)","Count",
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Bayside (C)",18
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Benalla (RC)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Boroondara (C)",66
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Brimbank (C)",146
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Buloke (S)",11
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Campaspe (S)",12
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Cardinia (S)",3
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Casey (C)",11
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Central Goldfields (S)",132
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Colac-Otway (S)",23
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Corangamite (S)",73
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Darebin (C)",31
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","East Gippsland (S)",4
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Frankston (C)",6
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Gannawarra (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Glen Eira (C)",15
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Glenelg (S)",10
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Golden Plains (S)",320
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Greater Bendigo (C)",70
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Greater Dandenong (C)",26
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Greater Geelong (C)",296
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Greater Shepparton (C)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Hepburn (S)",682
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Hindmarsh (S)",4
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Hobsons Bay (C)",76
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Horsham (RC)",16
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Hume (C)",100
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Indigo (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Kingston (C)",40
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Knox (C)",24
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Latrobe (C)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Loddon (S)",5
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Macedon Ranges (S)",27
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Manningham (C)",9
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Mansfield (S)",5
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Maribyrnong (C)",64
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Maroondah (C)",8
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Melbourne (C)",1012
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Melton (C)",171
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Mildura (RC)",8
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Mitchell (S)",3
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Moira (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Monash (C)",50
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Moonee Valley (C)",31
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Moorabool (S)",469
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Moreland (C)",18
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Mornington Peninsula (S)",8
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Mount Alexander (S)",63
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Moyne (S)",6
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Murrindindi (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Nillumbik (S)",3
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Northern Grampians (S)",48
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Port Phillip (C)",95
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Pyrenees (S)",345
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Queenscliffe (B)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","South Gippsland (S)",5
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Southern Grampians (S)",23
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Stonnington (C)",26
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Strathbogie (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Surf Coast (S)",20
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Swan Hill (RC)",9
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Towong (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Wangaratta (RC)",4
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Warrnambool (C)",17
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Wellington (S)",7
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","West Wimmera (S)",0
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Whitehorse (C)",32
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Whittlesea (C)",27
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Wodonga (C)",3
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Wyndham (C)",125
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Yarra (C)",115
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Yarra Ranges (S)",5
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Yarriambiack (S)",7
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Unincorporated Vic",8
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","No Fixed Address (Vic.)",1841
"Persons Aged 15 Years and Over Place of Work","Ballarat (C)","Migratory - Offshore - Shipping (Vic.)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Alpine (S)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Ararat (RC)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Ballarat (C)",18
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Banyule (C)",14472
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Bass Coast (S)",14
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Baw Baw (S)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Bayside (C)",95
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Benalla (RC)",4
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Boroondara (C)",2387
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Brimbank (C)",649
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Buloke (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Campaspe (S)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Cardinia (S)",20
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Casey (C)",97
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Central Goldfields (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Colac-Otway (S)",6
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Corangamite (S)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Darebin (C)",4586
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","East Gippsland (S)",4
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Frankston (C)",64
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Gannawarra (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Glen Eira (C)",195
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Glenelg (S)",9
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Golden Plains (S)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Greater Bendigo (C)",15
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Greater Dandenong (C)",400
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Greater Geelong (C)",64
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Greater Shepparton (C)",18
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Hepburn (S)",4
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Hindmarsh (S)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Hobsons Bay (C)",234
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Horsham (RC)",0
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Hume (C)",2258
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Indigo (S)",3
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Kingston (C)",251
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Knox (C)",435
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Latrobe (C)",5
"Persons Aged 15 Years and Over Place of Work","Banyule (C)","Loddon (S)",0
